arrival_rate_rps,trial,policy,n_requests,mean_latency_s,p50_latency_s,p90_latency_s,mean_wait_s,p90_wait_s,mean_batch_size,mean_hetero_penalty,throughput_rps
0.35,12,fifo_mixed_window,300,6.407474546047417,6.305116236526388,11.534905694766326,2.052776029568388,5.362834560687608,2.64,1.063406756486827,0.3485110912423628
0.35,12,lane_split_window,300,6.5198787510275285,6.152519887787864,11.492461935120785,3.0195660280992023,6.902728071295697,2.28,1.0431528453650007,0.3483373088522799
0.35,12,length_similarity_window,300,7.071613928591415,6.866616685122729,12.516685539178793,3.7480981857705458,8.075618180955258,1.74,1.0102009893835786,0.34785153842691335
0.35,12,full_rules_continuous,300,7.228028969933757,6.9609475250349995,13.518180846885645,3.9707935581889355,8.420913951966863,1.6866666666666668,1.0098563693764526,0.3477144793358566
0.35,13,fifo_mixed_window,300,5.552528070439946,5.449298680482542,11.094171311495389,1.778263756207139,5.2719591684205955,2.14,1.0509499465956194,0.3271519239946481
0.35,13,lane_split_window,300,5.715361411242097,5.324997699433055,10.783754213719385,2.428177258317128,7.2197313753532,2.026666666666667,1.0405915642132455,0.3271519239946481
0.35,13,length_similarity_window,300,6.261355790531655,5.900681795933508,11.641645207582762,3.1982479902257386,8.805591453945683,1.5133333333333334,1.0085886152962633,0.3271519239946481
0.35,13,full_rules_continuous,300,5.804197104529783,5.566023082460447,11.26622080448936,2.8427657133738347,7.538724393689918,1.4533333333333334,1.0069810612092576,0.3271519239946481
0.35,14,fifo_mixed_window,300,6.559700314313873,6.522783427919649,11.206405653711727,2.234156130762824,5.5399294924619555,2.466666666666667,1.0663276428953445,0.3516478974342375
0.35,14,lane_split_window,300,6.527131909509068,6.417023503502087,10.972587030605244,2.989032959103734,7.470686199159345,2.18,1.0488648449993134,0.35090621461262406
0.35,14,length_similarity_window,300,7.205091528040592,7.319250877150726,11.822345634388416,3.9251146566309565,8.647702092226568,1.5666666666666667,1.0086099533818018,0.3502157717793285
0.35,14,full_rules_continuous,300,7.210281636430153,7.145669625680419,12.22886345989208,4.017911843470739,8.622337332451254,1.5466666666666666,1.0078538281935148,0.3502157717793285
